Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Singapore/TT0848/2018	EPI1365934	2018-10-04	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.11	15.00	2018.76	2018-10-04
A/Qatar/10-VI-18-0042958/2018	EPI1315939	2018-08-09	West Asia	Qatar	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.15	15.00	2018.61	2018-08-09
A/Kuwait/6371/2018	EPI1357346	2018-06-11	West Asia	Kuwait	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.23	15.00	2018.44	2018-06-11
A/Netherlands/829/2019	EPI1413620	2019-03-08	Europe	Netherlands	unknown	Erasmus Medical Center	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.06	16.00	2019.18	2019-03-08
A/Netherlands/836/2019	EPI1413630	2019-03-11	Europe	Netherlands	unknown	Erasmus Medical Center	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.06	16.00	2019.19	2019-03-11
A/Maine/2/2019	EPI1361408	2019-01-18	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.08	15.00	2019.05	2019-01-19
A/SriLanka/63/2018	EPI1359473	2018-12-30	South Asia	Sri Lanka	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.09	15.00	2019.00	2018-12-31
A/Victoria/251/2018	EPI1319369	2018-10-02	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.09	15.00	2018.76	2018-10-03
A/Sydney/131/2018	EPI1297237	2018-09-01	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.11	19.00	2018.67	2018-09-01
A/Taiwan/80717/2018	EPI1318747	2018-06-23	China	Taiwan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.16	16.00	2018.48	2018-06-23
A/Taiwan/80642/2018	EPI1318731	2018-05-21	China	Taiwan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.22	15.00	2018.39	2018-05-22
A/Aichi/190/2018	EPI1267660	2018-05-02	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.25	15.00	2018.33	2018-05-02
A/Wakayama/96/2018	EPI1322891	2018-09-20	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.10	14.00	2018.72	2018-09-21
A/Taiwan/80660/2018	EPI1263500	2018-05-28	China	Taiwan	unknown	Centers For Disease Control R.o.c. (Taiwan)	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.21	15.00	2018.41	2018-05-29
A/Victoria/2040/2018	EPI1312230	2018-08-22	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.13	15.00	2018.64	2018-08-23
A/Taiwan/79432/2018	EPI1318762	2018-07-01	China	Taiwan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.20	15.00	2018.50	2018-07-02
A/Yokohama/96/2018	EPI1321408	2018-09-09	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	6.00	0.13	15.00	2018.69	2018-09-10
A/Kanagawa/AC1801/2018	EPI1321400	2018-09-21	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.12	16.00	2018.73	2018-09-22
A/Oita/4/2018	EPI1327032	2018-08-25	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.15	15.00	2018.65	2018-08-26
A/Alberta/RV4025/2018	EPI1350627	2018-10-08	North America	Canada	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.11	15.00	2018.77	2018-10-08
A/Myanmar/18M255/2018	EPI1413440	2018-09-20	Southeast Asia	Myanmar	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	6.00	0.12	15.00	2018.72	2018-09-21
A/Townsville/21/2018	EPI1283241	2018-08-02	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.16	16.00	2018.59	2018-08-02
A/BadenWurttemberg/161/2018	EPI1393305	2018-08-15	Europe	Germany	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.14	15.00	2018.62	2018-08-16
A/SouthAustralia/1011/2018	EPI1282964	2018-07-23	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.18	15.00	2018.56	2018-07-24
A/Hiroshima-C/17/2018	EPI1327008	2018-10-09	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.11	15.00	2018.77	2018-10-09
A/SouthAustralia/1013/2018	EPI1281679	2018-08-06	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.17	15.00	2018.60	2018-08-06
A/Hiroshima-C/14/2018	EPI1327000	2018-10-01	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A/183P-2	0.00	0.00	0.00	5.00	0.12	15.00	2018.75	2018-10-02
A/Bangladesh/4012/2017	EPI1088424	2017-08-11	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	12.00	2017.61	2017-08-12
A/SouthAfrica/R07331/2017	EPI1047172	2017-07-26	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	11.00	2017.57	2017-07-26
A/Michigan/284/2017	EPI1085301	2017-09-05	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	6.00	0.09	11.00	2017.68	2017-09-06
A/Hyogo/1065/2017	EPI1102126	2017-09-06	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	6.00	0.09	11.00	2017.68	2017-09-07
A/Oklahoma/27/2017	EPI1099404	2017-10-19	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	12.00	2017.80	2017-10-19
A/Mie/29/2017	EPI1106333	2017-09-10	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.09	11.00	2017.70	2017-09-11
A/Mie/26/2017	EPI1106399	2017-08-29	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	11.00	2017.66	2017-08-29
A/Kazakhstan/122/2018	EPI1211617	2018-01-19	West Asia	Kazakhstan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	10.00	2018.05	2018-01-20
A/Qatar/16-VI-18-0034073/2018	EPI1315929	2018-06-04	West Asia	Qatar	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.01	10.00	2018.42	2018-06-04
A/Bangladesh/704029/2017	EPI1118283	2017-07-26	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.13	10.00	2017.57	2017-07-26
A/HongKong/3647/2017	EPI1047116	2017-07-18	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.12	0.26	6b1.A	0.00	0.00	0.00	5.00	0.13	11.00	2017.54	2017-07-18
A/Tanzania/1177/2018	EPI1164546	2018-01-08	Africa	Tanzania	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2018.02	2018-01-09
A/Tanzania/1175/2018	EPI1164540	2018-01-07	Africa	Tanzania	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2018.02	2018-01-08
A/India/225/2017	EPI1078422	2017-05-21	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A	0.00	0.00	0.00	5.00	0.20	9.00	2017.39	2017-05-22
A/India/1035/2017	EPI1161942	2017-08-29	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.21	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	9.00	2017.66	2017-08-29
A/AbuDhabi/186/2017	EPI1180204	2017-11-12	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	12.00	2017.87	2017-11-13
A/AbuDhabi/93/2017	EPI1180116	2017-11-07	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	10.00	2017.85	2017-11-07
A/AbuDhabi/39/2017	EPI1180052	2017-10-30	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	11.00	2017.83	2017-10-30
A/AbuDhabi/192/2017	EPI1180236	2017-11-11	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	10.00	2017.87	2017-11-12
A/SouthAfrica/R07198/2017	EPI1047164	2017-07-25	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.14	10.00	2017.56	2017-07-25
A/Bangladesh/59002/2017	EPI1047052	2017-06-05	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.19	10.00	2017.43	2017-06-06
A/Perth/334/2017	EPI1153124	2017-10-26	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	11.00	2017.82	2017-10-26
A/Macau/SWL601289/2018	EPI1340755	2018-02-13	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	7.00	0.03	12.00	2018.12	2018-02-13
A/Fujian-Pingtan/SWL38/2018	EPI1168656	2018-01-03	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.05	11.00	2018.01	2018-01-03
A/Macau/601391/2018	EPI1252219	2018-02-21	China	China	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.03	11.00	2018.14	2018-02-21
A/Sydney/6/2018	EPI1252207	2018-01-28	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.04	11.00	2018.08	2018-01-28
A/Shenzhen/2019-14141/2018	EPI1380814	2018-03-07	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.03	11.00	2018.18	2018-03-07
A/Kanagawa/AC1720/2018	EPI1190104	2018-01-22	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.04	12.00	2018.06	2018-01-22
A/Shenzhen/2019-14223/2018	EPI1381048	2018-03-18	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.03	11.00	2018.21	2018-03-18
A/Iwate/24/2018	EPI1260459	2018-04-02	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.02	11.00	2018.25	2018-04-03
A/Hainan/SWL2018-28190/2018	EPI1340954	2018-04-09	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.02	11.00	2018.27	2018-04-09
A/Macau/601330/2018	EPI1252213	2018-02-13	China	China	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.03	11.00	2018.12	2018-02-14
A/Brisbane/21/2018	EPI1242913	2018-02-17	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.03	11.00	2018.13	2018-02-17
A/Hunan-Wuling/1468/2018	EPI1312145	2018-03-08	China	China	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.03	10.00	2018.18	2018-03-08
A/Guangdong-Zhenjiang/SWL1422/2018	EPI1340326	2018-05-21	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.02	11.00	2018.39	2018-05-21
A/Hunan-Hecheng/SWL1386/2018	EPI1340685	2018-05-05	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.02	11.00	2018.34	2018-05-05
A/Brisbane/37/2017	EPI1021955	2017-04-02	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.30	10.00	2017.25	2017-04-03
A/AbuDhabi/180/2017	EPI1180172	2017-10-31	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	10.00	2017.84	2017-11-01
A/England/74020463/2017	EPI1112508	2017-09-27	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.09	10.00	2017.74	2017-09-27
A/Phetchaburi/105/2017	EPI1058899	2017-07-04	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.16	10.00	2017.51	2017-07-05
A/NewZealand/1755/2017	EPI1099180	2017-07-23	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.14	10.00	2017.56	2017-07-23
A/NewZealand/1483/2017	EPI1099196	2017-07-22	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.14	10.00	2017.56	2017-07-22
A/Okinawa/17T014/2017	EPI1364802	2017-10-23	Japan Korea	Japan	unknown	Niigata University	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2017.81	2017-10-23
A/Okinawa/17T010/2017	EPI1364796	2017-10-16	Japan Korea	Japan	unknown	Niigata University	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	10.00	2017.79	2017-10-17
A/Okinawa/17T013/2017	EPI1364800	2017-10-23	Japan Korea	Japan	unknown	Niigata University	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	10.00	2017.81	2017-10-23
A/Seoul/1288/2018	EPI1277078	2018-03-07	Japan Korea	South Korea	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.03	11.00	2018.18	2018-03-07
A/SouthAustralia/262/2017	EPI1140368	2017-10-09	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2017.77	2017-10-10
A/NewZealand/2044/2017	EPI1107474	2017-08-25	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.11	10.00	2017.65	2017-08-26
A/NewZealand/963/2017	EPI1099236	2017-09-08	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	10.00	2017.69	2017-09-08
A/NewZealand/1076/2017	EPI1099228	2017-09-19	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.09	10.00	2017.72	2017-09-19
A/Cardiff/4341/2017	EPI1193189	2017-09-12	Europe	United Kingdom	unknown	Public Health Wales Microbiology	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	10.00	2017.70	2017-09-12
A/Delhi/38/2017	EPI1143188	2017-09-08	South Asia	India	unknown	Institute Of Liver And Biliary Sciences	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.10	10.00	2017.69	2017-09-08
A/Connecticut/31/2017	EPI1094054	2017-10-07	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2017.77	2017-10-07
A/NewZealand/476/2017	EPI1047076	2017-06-20	Oceania	New Zealand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.18	10.00	2017.47	2017-06-21
A/Florida/76/2017	EPI1099378	2017-10-23	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.08	11.00	2017.81	2017-10-23
A/Singapore/GP2315/2017	EPI1145437	2017-11-28	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	11.00	2017.91	2017-11-28
A/Singapore/TT1672/2017	EPI1145366	2017-11-22	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	10.00	2017.90	2017-11-23
A/NakhonRatachasima/217/2017	EPI1197951	2017-08-07	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.13	10.00	2017.60	2017-08-08
A/India/2467/2017	EPI1162761	2017-09-01	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.12	11.00	2017.67	2017-09-02
A/SouthAfrica/8061/2018	EPI1316203	2018-06-07	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.02	11.00	2018.43	2018-06-07
A/SouthAfrica/R09607/2018	EPI1316291	2018-06-26	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.02	11.00	2018.48	2018-06-26
A/SouthAfrica/R08919/2018	EPI1316235	2018-06-15	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.02	10.00	2018.45	2018-06-15
A/SouthAfrica/R10451/2018	EPI1316337	2018-07-08	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.01	10.00	2018.52	2018-07-09
A/SouthAfrica/9664/2018	EPI1316283	2018-06-26	Africa	South Africa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.02	10.00	2018.48	2018-06-26
A/Oman/5565/2017	EPI1099331	2017-10-09	West Asia	Oman	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.14	11.00	2017.77	2017-10-09
A/Bangkok/99/2018	EPI1313922	2018-05-14	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.05	11.00	2018.37	2018-05-15
A/Sichuan-Qingyang/SWL11570/2018	EPI1339462	2018-10-02	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	11.00	2018.76	2018-10-03
A/Townsville/26/2018	EPI1319378	2018-08-07	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2018.60	2018-08-08
A/Cambodia/c0607411/2018	EPI1274959	2018-05-28	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	10.00	2018.41	2018-05-28
A/Cambodia/c0625446/2018	EPI1274956	2018-06-08	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.07	12.00	2018.44	2018-06-08
A/SaudiArabia/463062/2018	EPI1354816	2018-08-25	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	10.00	2018.65	2018-08-26
A/Stockholm/19/2018	EPI1310025	2018-08-31	Europe	Sweden	unknown	Public Health Agency Of Sweden	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.05	10.00	2018.67	2018-08-31
A/Singapore/EN0783/2018	EPI1365922	2018-10-08	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	6.00	0.05	10.00	2018.77	2018-10-08
A/SaudiArabia/462832/2018	EPI1354814	2018-08-25	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	10.00	2018.65	2018-08-25
A/Iran/137511/2018	EPI1354711	2018-09-09	West Asia	Iran	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.13	0.26	6b1.A	0.00	0.00	0.00	5.00	0.06	10.00	2018.69	2018-09-10
A/SchleswigHolstein/3/2018	EPI1393301	2018-03-10	Europe	Germany	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.13	12.00	2018.19	2018-XX-XX
A/Newcastle/10/2018	EPI1269256	2018-03-25	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.12	12.00	2018.23	2018-03-25
A/Tokyo/18209/2018	EPI1373384	2018-12-04	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.04	12.00	2018.93	2018-12-05
A/Qatar/10-vi-18-0039784/2018	EPI1315931	2018-07-15	West Asia	Qatar	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.07	12.00	2018.54	2018-07-16
A/Kanagawa/ZC1736/2018	EPI1301231	2018-08-21	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.09	13.00	2018.64	2018-08-21
A/Bhutan/1217/2018	EPI1323732	2018-09-12	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.08	12.00	2018.70	2018-09-12
A/Nagano/2657/2018	EPI1346397	2018-11-26	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.06	14.00	2018.91	2018-11-27
A/Singapore/TT0912/2018	EPI1365940	2018-10-31	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.07	13.00	2018.84	2018-11-01
A/Singapore/GP1853/2018	EPI1365938	2018-11-07	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.07	13.00	2018.85	2018-11-08
A/Perth/183/2018	EPI1338628	2018-10-31	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	8.00	0.07	13.00	2018.84	2018-11-01
A/Myanmar/18M175/2018	EPI1373430	2018-09-08	Southeast Asia	Myanmar	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.58	0.26	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.09	12.00	2018.69	2018-09-08
